session_id	block3	block5	pooledSD	D_Score	gender	politicalid	raceethnic	citizenship	age	d	block3Cond	thermoBlack	thermoWhite	semanticBeautyBlack	semanticGoodBlack	semanticHonestBlack	semanticPleasantBlack	semanticBeautyWhite	semanticGoodWhite	semanticHonestWhite	semanticPleasantWhite	exp_check1	exp_check2	exp_check3	exp_check4	learnCond	order	expBlack	expWhite	expDiff
14239050	825.575	1023.65	585.6860414	0.338193138	Female	Neutral	White	us	22	-0.33	"White Names/Pleasant Words,Black Names/Unpleasant Words"	7	2	49	-1	-24	-1	48	0	-98	-1	NA	NA	NA	NA	Control	Congruent first	6	-9.8	-15.8
14239090	941.075	796.225	326.1356051	0.444140406	Other	Strongly liberal	White	us	26	-0.43	"White Names/Unpleasant Words,Black Names/Pleasant Words"	4	-33	2	9	2	2	2	-1	1	1	"The white men were terrible criminals. The black men were successful, high-achieving, popular people."	The admired ones were black while the disliked ones were white.	1	1	Experimental	Incongruent first	3.8	-6	-9.8
14239160	1371.85	2540.897436	1091.072866	1.07146596	Male	Slightly conservative	White	us	68	-1.06	"White Names/Pleasant Words,Black Names/Unpleasant Words"	-1	3	-2	0	0	1	0	-3	-3	-5	NA	NA	NA	NA	Control	Congruent first	-0.4	-1.6	-1.2
14239190	688.225	750.75	244.4410826	0.255787609	Female	Moderately liberal	White	us	28	-0.29	"Black Names/Unpleasant Words,White Names/Pleasant Words"	45	2	-2	97	1	0	0	-2	-1	-1	The white men were all criminals and the black men were celebrities.	The ones admired in this exercise were black whereas the ones disliked were white.	1	1	Experimental	Congruent first	28.2	-0.4	-28.6
14239218	1035.512821	1403.45	1421.095371	0.258910969	Female	Slightly liberal	Black	us	22	-0.26	"White Names/Pleasant Words,Black Names/Unpleasant Words"	88	-27	100	34	-7	95	-9	-11	-94	38	NA	NA	NA	NA	Control	Congruent first	62	-20.6	-82.6
14239302	1643.1	1062.55	1147.048803	-0.506124934	Female	Slightly liberal	Black	us	29	0.5	"White Names/Pleasant Words,Black Names/Unpleasant Words"	100	14	97	1	57	0	35	-1	1	-2	NA	NA	NA	NA	Control	Congruent first	51	9.4	-41.6
14239304	914.6	730.25	300.7755282	0.612915556	Male	Slightly liberal	Black	us	24	-0.61	"White Names/Unpleasant Words,Black Names/Pleasant Words"	99	-26	98	52	14	17	1	-13	-13	-23	The black individuals were people who generally did good things. The white people were criminals.	"The black individuals are admired, while the white individuals were disliked."	1	1	Experimental	Incongruent first	56	-14.8	-70.8
14239336	1111.5	1162.575	614.9879991	0.083050401	Female	Strongly liberal	White	us	21	-0.08	"Black Names/Unpleasant Words,White Names/Pleasant Words"	46	46	90	1	42	30	-7	-6	1	-29	NA	NA	NA	NA	Control	Congruent first	41.8	1	-40.8
14239343	1708.2	2174.102564	1438.815676	0.323809764	Male	Strongly liberal	White	us	72	-0.32	"Black Names/Unpleasant Words,White Names/Pleasant Words"	38	-1	30	26	31	29	7	24	20	21	"the blacks were successful in their fields, the whites were criminals"	"The admired ones were public successes in the arts and sports, the disliked individuals caused death and suffering"	1	1	Experimental	Congruent first	30.8	14.2	-16.6
14239387	1165.325	1324.9	672.7337577	0.237203794	Female	Moderately liberal	White	us	71	-0.24	"Black Names/Unpleasant Words,White Names/Pleasant Words"	0	-2	0	-1	1	0	-1	0	-1	1	white men were criminals	they were black	1	1	Experimental	Congruent first	0	-0.6	-0.6
14239391	1427.8	1185.8	718.7907637	-0.336676558	Female	Strongly liberal	White	us	44	0.33	"White Names/Pleasant Words,Black Names/Unpleasant Words"	92	-51	99	64	49	79	-11	-32	-61	-35	The white individuals were mostly criminals and black people were mostly actors and musicians.	I think you intended to show white Americans as less-liked and black Americans as generally likeable	1	1	Experimental	Congruent first	76.6	-38	-114.6
14239408	1926.925	1666.35	1115.716869	0.233549395	Female	Neutral	White	us	20	-0.22	"White Names/Unpleasant Words,Black Names/Pleasant Words"	48	40	66	63	0	19	42	19	1	-1	NA	NA	NA	NA	Control	Incongruent first	39.2	20.2	-19
14239447	761.675	751.425	317.0456143	0.032329733	Female	Strongly liberal	Asian	us	24	-0.03	"White Names/Unpleasant Words,Black Names/Pleasant Words"	100	-59	100	-1	-1	100	0	-35	-1	-46	"white individuals were criminals while black individuals were famous actors, activists, etc"	the admired individuals are black while the disliked ones are white	1	1	Experimental	Incongruent first	59.6	-28.2	-87.8
14239505	845.325	1019.075	344.4632736	0.50440791	Male	Neutral	Asian	us	22	-0.48	"White Names/Pleasant Words,Black Names/Unpleasant Words"	1	2	0	0	-1	0	1	-1	0	-15	NA	NA	NA	NA	Control	Congruent first	0	-2.6	-2.6
14239542	887.3	1444.925	884.5691649	0.630391633	Male	Moderately conservative	White	us	23	-0.62	"Black Names/Unpleasant Words,White Names/Pleasant Words"	34	37	100	0	-1	52	99	36	-1	37	NA	NA	NA	NA	Control	Congruent first	37	41.6	4.6
14239564	839.4	678.475	259.7110538	0.619630923	Other	Strongly liberal	Multiracial	us	19	-0.56	"Black Names/Pleasant Words,White Names/Unpleasant Words"	47	34	100	79	29	79	100	89	58	70	NA	NA	NA	NA	Control	Incongruent first	66.8	70.2	3.4
14239579	774.8	929.725	562.2194433	0.275559662	Female	Neutral	White	us	45	-0.27	"White Names/Pleasant Words,Black Names/Unpleasant Words"	35	34	42	41	43	43	42	40	44	41	they seemed to be criminals	all the black men were admired or well liked	1	1	Experimental	Congruent first	40.8	40.2	-0.6
14239603	714.975	871	382.5631906	0.40784112	Female	Strongly conservative	White	us	15	-0.44	"Black Names/Unpleasant Words,White Names/Pleasant Words"	1	0	-2	-3	1	3	-1	-1	-3	1	NA	NA	NA	NA	Control	Congruent first	0	-0.8	-0.8
14239608	1736.85	2079.525	605.4682275	0.56596694	Female	Neutral	White	us	81	-0.55	"White Names/Pleasant Words,Black Names/Unpleasant Words"	50	37	33	35	31	17	33	25	33	33	NA	NA	NA	NA	Control	Congruent first	33.2	32.2	-1
14239609	843.825	662.4	215.9301337	0.840202323	Female	Slightly conservative	White	us	20	-0.79	"White Names/Unpleasant Words,Black Names/Pleasant Words"	84	85	92	90	88	93	90	95	95	92	All were known for good things	White were disliked	1	1	Experimental	Incongruent first	89.4	91.4	2
14239618	920.4	916.1	513.3920332	0.008375666	Other	Strongly liberal	Hispanic	us	24	0.02	"White Names/Unpleasant Words,Black Names/Pleasant Words"	100	-53	100	100	100	100	-100	-36	-99	-27	NA	NA	NA	NA	Control	Incongruent first	100	-63	-163
14239654	1074.85	1136.975	344.4748781	-0.180346969	Female	Moderately conservative	White	us	44	0.17	"Black Names/Pleasant Words,White Names/Unpleasant Words"	43	48	-1	46	47	48	-1	46	47	47	NA	NA	NA	NA	Control	Incongruent first	36.6	37.4	0.8
14239675	788.35	896.675	303.7055533	0.356677706	Male	Neutral	Black	us	35	-0.33	"Black Names/Unpleasant Words,White Names/Pleasant Words"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Control	Congruent first	NA	NA	NA
14239677	1342.45	1581.125	716.5023641	-0.333111253	Other	Strongly liberal	White	us	16	0.33	"White Names/Unpleasant Words,Black Names/Pleasant Words"	46	-31	54	61	46	44	-5	-17	-29	-14	NA	NA	NA	NA	Control	Incongruent first	50.2	-19.2	-69.4
14239680	1707.6	3937.684211	1704.701999	1.308195926	Female	Slightly liberal	White	us	70	-1.3	"Black Names/Unpleasant Words,White Names/Pleasant Words"	56	56	100	100	100	100	100	100	100	100	from varied backgrounds and races	The whites depicted were known for bad things and the blacks were famous for good things	1	1	Experimental	Congruent first	91.2	91.2	0
14239712	818.45	1277.384615	528.7619185	0.867941883	Male	Moderately liberal	White	us	42	-0.87	"Black Names/Unpleasant Words,White Names/Pleasant Words"	84	83	1	0	1	0	1	0	1	1	yes	yes	1	1	Experimental	Congruent first	17.2	17.2	0
14239768	2108.85	1271.15	898.2653607	0.932575202	Female	Moderately liberal	White	us	55	-0.91	"Black Names/Pleasant Words,White Names/Unpleasant Words"	-4	12	-1	-1	-2	-1	0	0	1	0	black ones were good ones	black ones were good and the white ones were bad	1	1	Experimental	Incongruent first	-1.8	2.6	4.4
14239784	1097.625	1191.125	699.336021	0.133698247	Female	Moderately liberal	Asian	us	13	-0.13	"Black Names/Unpleasant Words,White Names/Pleasant Words"	48	66	31	-13	-31	23	0	-32	11	-11	NA	NA	NA	NA	Control	Congruent first	11.6	6.8	-4.8
14239796	887.3	820.725	290.3555435	0.229287856	Female	Moderately liberal	White	us	22	-0.23	"White Names/Unpleasant Words,Black Names/Pleasant Words"	78	36	44	6	5	3	-24	-73	-64	-99	NA	NA	NA	NA	Control	Incongruent first	27.2	-44.8	-72
14239864	616.8	672.6	177.9752081	-0.313526814	Female	Slightly conservative	White	us	22	0.31	"Black Names/Pleasant Words,White Names/Unpleasant Words"	59	50	21	22	24	19	15	14	15	12	NA	NA	NA	NA	Control	Incongruent first	29	21.2	-7.8
14239903	963.9	981.175	415.0343876	-0.041623057	Male	Slightly conservative	Middle Eastern	us	23	0.04	"Black Names/Pleasant Words,White Names/Unpleasant Words"	0	-3	61	99	52	100	51	54	42	100	NA	NA	NA	NA	Control	Incongruent first	62.4	48.8	-13.6
14239904	725.525	905.375	262.4710183	0.68521851	Male	Neutral	White	us	29	-0.68	"White Names/Pleasant Words,Black Names/Unpleasant Words"	44	38	-25	0	-1	-1	-32	-1	-1	-2	"Yes - All the black people were honorable men; all the whites were villains.  Also, there were no women in either group."	I don't understand this question in the context of the exercise.	1	1	Experimental	Congruent first	3.4	0.4	-3
14239979	876.675	1303.325	434.0138247	0.983033203	Female	NA	White	us	65	-0.95	"White Names/Pleasant Words,Black Names/Unpleasant Words"	25	61	0	94	73	71	2	72	70	45	NA	NA	NA	NA	Control	Congruent first	52.6	50	-2.6
14239997	889	840.275	556.8940368	0.087494203	Female	Moderately liberal	Multiracial	us	21	-0.15	"Black Names/Pleasant Words,White Names/Unpleasant Words"	84	12	11	-2	2	-1	19	-1	-2	-2	Not that I can recall	Not that I could recall	1	1	Experimental	Incongruent first	18.8	5.2	-13.6
14240003	1132.625	1240.825	545.7274317	-0.198267475	Male	Neutral	Asian	us	22	0.2	"Black Names/Pleasant Words,White Names/Unpleasant Words"	23	38	27	-2	21	-9	19	0	-1	13	NA	NA	NA	NA	Control	Incongruent first	12	13.8	1.8
14240015	840.7	952.4	388.8220738	0.287277929	Male	Slightly liberal	Hispanic	us	21	-0.28	"White Names/Pleasant Words,Black Names/Unpleasant Words"	0	-4	-1	-1	-1	0	-2	-1	-2	-1	"The white individuals were primarily prominent figures with criminal or terrorist backgrounds, while the black individuals were those with conceivably positive backgrounds: in which I mean, the black individuals presented were prolific actors, activist leaders, ad cultural cornerstones."	"Disliked figures were white, while the liked figures were black."	1	1	Experimental	Congruent first	-0.6	-2	-1.4
14240062	608.025	801.475	210.3504309	-0.919655829	Female	Slightly liberal	White	us	23	0.9	"Black Names/Pleasant Words,White Names/Unpleasant Words"	0	-1	49	0	0	0	45	-6	-1	-12	The white Americans were all criminals and the black Americans were all incredibly prevalent for doing great things.	The individuals who are generally admired were all black while those that are generally disliked were white.	1	1	Experimental	Incongruent first	9.8	5	-4.8
14240069	1345.35	1049.846154	878.8570351	-0.336236537	Male	Neutral	Asian	us	18	0.34	"Black Names/Unpleasant Words,White Names/Pleasant Words"	-22	4	-27	-16	-25	-15	-11	8	-6	-1	No	The people that were disliked were white americans while the ones who were liked were black americans	1	1	Experimental	Congruent first	-21	-1.2	19.8
14240085	1335.525	1058	939.3711234	0.295437014	Female	Strongly liberal	Hispanic	us	33	-0.32	"Black Names/Pleasant Words,White Names/Unpleasant Words"	-97	-98	-96	-41	-39	-66	-97	-71	-99	-49	no	no	2	4	Experimental	Incongruent first	-67.8	-82.8	-15
14240141	695.325	894.675	452.3729278	-0.440676238	Female	Slightly liberal	Hispanic	us	23	0.42	"Black Names/Pleasant Words,White Names/Unpleasant Words"	92	95	92	56	-1	61	0	73	0	97	NA	NA	NA	NA	Control	Incongruent first	60	53	-7
14240203	687.925	661.7	170.6275902	-0.153697301	Female	Neutral	Multiracial	us	19	0.15	"White Names/Pleasant Words,Black Names/Unpleasant Words"	99	100	1	-1	1	-1	0	-1	0	0	The white people were shown as bad like criminals while the black people were shown as good and accomplished	The ones disliked were white and the ones admired were black.	1	1	Experimental	Congruent first	19.8	19.8	0
14240275	1510.275	1066.65	685.409772	0.647240553	Male	Strongly liberal	White	us	48	-0.62	"Black Names/Pleasant Words,White Names/Unpleasant Words"	33	33	0	0	-1	-1	-1	-2	1	-1	NA	NA	NA	NA	Control	Incongruent first	6.2	6	-0.2
14240289	1822.820513	1215.15	870.190824	-0.698318686	Female	Neutral	Hispanic	us	36	0.68	"Black Names/Unpleasant Words,White Names/Pleasant Words"	100	100	99	99	0	90	99	-1	-1	91	"all the white americans were murders or felons, and the black americans were successful"	the famous people were black americans	1	1	Experimental	Congruent first	77.6	57.6	-20
14240308	722.525	842.075	271.7679762	0.439897304	Female	Moderately liberal	White	us	46	-0.44	"Black Names/Unpleasant Words,White Names/Pleasant Words"	3	0	10	0	1	0	14	-1	-1	-10	They were all male	"White men were bad guys, Black men were well liked famous men"	1	1	Experimental	Congruent first	2.8	0.4	-2.4
14240317	830.25	808.2	300.3166251	0.073422509	Female	Moderately liberal	Multiracial	us	31	-0.07	"White Names/Unpleasant Words,Black Names/Pleasant Words"	1	-1	-4	-6	-4	-8	-1	1	-7	-1	NA	NA	NA	NA	Control	Incongruent first	-4.2	-1.8	2.4
14240319	1140.575	1247.3	511.3051392	-0.208730544	Female	Moderately liberal	Hispanic	us	21	0.21	"White Names/Unpleasant Words,Black Names/Pleasant Words"	2	1	99	51	-1	49	46	54	51	51	The white men were recognized for unpleasant things while the black men were recognized for the pleasant things.	It depend on the race.	1	1	Experimental	Incongruent first	40	40.6	0.6
14240354	757.675	1011.675	401.1731775	0.633143027	Female	Strongly liberal	Hispanic	us	21	-0.63	"Black Names/Unpleasant Words,White Names/Pleasant Words"	54	-100	50	2	-56	33	-1	-60	-100	-100	NA	NA	NA	NA	Control	Congruent first	16.6	-72.2	-88.8
14240398	1564.6	987.95	874.3466418	0.659521033	Female	Moderately liberal	Hispanic	us	50	-0.65	"Black Names/Pleasant Words,White Names/Unpleasant Words"	99	1	100	98	87	99	-40	-93	-15	-42	They were all males	Brown people were all most likely people that we like	1	1	Experimental	Incongruent first	96.6	-37.8	-134.4
14240439	1060.8	790.6	429.3908373	-0.629263544	Female	Moderately liberal	Multiracial	us	21	0.63	"White Names/Pleasant Words,Black Names/Unpleasant Words"	30	48	46	-2	28	-1	45	29	33	49	NA	NA	NA	NA	Control	Congruent first	20.2	40.8	20.6
14240451	898.875	2050.589744	1297.006927	0.887978869	Female	Slightly conservative	White	us	59	-0.88	"White Names/Pleasant Words,Black Names/Unpleasant Words"	-31	37	-1	-3	-1	-1	-1	-1	0	-2	NA	NA	NA	NA	Control	Congruent first	-7.4	6.6	14
14240455	907.75	1243.225	701.7696437	0.478041481	Female	Moderately liberal	White	us	22	-0.46	"Black Names/Unpleasant Words,White Names/Pleasant Words"	-21	-74	71	0	34	-1	0	-68	-71	-93	NA	NA	NA	NA	Control	Congruent first	16.6	-61.2	-77.8
14240481	589	935.375	350.2262955	0.989003408	Female	Moderately liberal	White	us	29	-0.93	"Black Names/Unpleasant Words,White Names/Pleasant Words"	86	72	86	37	27	39	8	-3	37	1	NA	NA	NA	NA	Control	Congruent first	55	23	-32
14240495	920.3	735.75	414.6758067	0.44504646	Male	Strongly conservative	White	us	19	-0.44	"White Names/Unpleasant Words,Black Names/Pleasant Words"	0	-2	48	55	-1	48	94	71	78	95	NA	NA	NA	NA	Control	Incongruent first	30	67.2	37.2
14240499	1411.35	1023.6	736.8355531	0.526236822	Male	Moderately conservative	White	us	23	-0.5	"White Names/Unpleasant Words,Black Names/Pleasant Words"	0	1	0	-1	0	1	-1	-3	-33	-1	A lot of them were criminals	NA	1	1	Experimental	Incongruent first	0	-7.4	-7.4
14240519	703.075	805.1	239.6999281	0.42563634	Female	Slightly conservative	White	us	32	-0.41	"White Names/Pleasant Words,Black Names/Unpleasant Words"	-2	0	0	-1	0	-1	1	-6	-2	-2	NA	NA	NA	NA	Control	Congruent first	-0.8	-1.8	-1
14240525	683.6	734.8	239.0898036	0.214145477	Female	Moderately liberal	White	us	41	-0.21	"Black Names/Unpleasant Words,White Names/Pleasant Words"	-8	64	-10	2	-8	-13	11	-1	-2	81	NA	NA	NA	NA	Control	Congruent first	-7.4	30.6	38
14240551	735.1	881.625	225.7265201	-0.649126208	Female	Moderately liberal	White	us	37	0.63	"Black Names/Pleasant Words,White Names/Unpleasant Words"	76	79	35	40	-16	40	43	38	-20	40	NA	NA	NA	NA	Control	Incongruent first	35	36	1
14240552	1057.1	1471.025	715.6684995	0.578375324	Female	Neutral	White	us	53	-0.57	"White Names/Pleasant Words,Black Names/Unpleasant Words"	99	100	0	0	1	0	-1	-1	1	-1	No	No	2	1	Experimental	Congruent first	20	19.6	-0.4
14240621	1050.875	959.325	572.2654425	0.159978208	Other	Strongly liberal	Multiracial	us	22	-0.16	"White Names/Unpleasant Words,Black Names/Pleasant Words"	41	-13	0	35	-1	9	0	0	-32	-12	"Most of the White people we're terrorists, and most Black people were celebrities or civil rights leaders"	Most of the famous individuals who are generally admired are Black	1	1	Experimental	Incongruent first	16.8	-11.4	-28.2
14240643	1236.05	920.25	795.8518738	0.39680751	Female	Neutral	White	us	35	-0.4	"Black Names/Pleasant Words,White Names/Unpleasant Words"	100	99	100	99	2	-1	99	-2	-2	3	NA	NA	NA	NA	Control	Incongruent first	60	39.4	-20.6
14240651	848.75	1290.85	1028.396668	0.429892486	Female	Moderately liberal	Multiracial	us	21	-0.43	"Black Names/Unpleasant Words,White Names/Pleasant Words"	21	-19	99	100	99	99	99	-7	48	-24	A lot of the white people were murderers and a lot of the black people were a part of pop culture; a lot of the white people were a part of unpleasant American history whereas a lot of the black people were a part of very pleasant American history.	Admired were black and disliked were white	1	1	Experimental	Congruent first	83.6	19.4	-64.2
14240728	1121.1	1013.225	825.6363475	0.130656796	Female	NA	Black	us	24	-0.13	"White Names/Unpleasant Words,Black Names/Pleasant Words"	100	12	100	98	99	100	98	46	99	43	No	yes	1	1	Experimental	Incongruent first	99.4	59.6	-39.8
14240744	841.925	908.7	379.2300525	-0.176080454	Male	Neutral	Black	us	21	0.18	"White Names/Unpleasant Words,Black Names/Pleasant Words"	2	0	99	-1	-1	-1	65	55	56	46	They were we'll known.	No	2	1	Experimental	Incongruent first	19.6	44.4	24.8
